"D0_32F_MEF" "D3_32F_MEF" "D7_32F_MEF" "D13_Primed_32F_KSR" "D21_Primed_32F_KSR" "P3_Primed_32F_KSR" "P10_Primed_32F_KSR" "D13_Naive_32F_Naive" "D21_Naive_32F_Naive" "P3_Naive_32F_Naive" "P10_Naive_32F_Naive"
"FLJ45079" 0 0 0.236223763266021 0 0 0 0 0 0 0 0
"FLJ45513" 9.39918955621955 4.4798795372292 9.84975642405121 19.1790323698289 30.3398283781836 12.6000383901733 24.9221244542964 23.9694637910215 15.5830828378057 23.043342690647 11.8589344174193
"FLJ46066" 0 0 0 0 0 0 0 0 0 0 0
"FLJ46284" 0.0110731485908356 0 0 0 0 0 0 0.0436410583779351 0 0 0
"FLJ46906" 6.76810108086644 2.5130926879983 8.33750952955624 4.46001337291113 10.5360869941673 6.76229842537739 7.29127610133568 7.37796307468295 3.45982696701324 6.32904631834587 5.11230078940971
"FLNA" 88.8590734523202 38.2817309704722 53.5543484553873 73.5565830603144 138.802942576071 91.7043866307354 39.5144554077239 58.4087131115881 64.4644327759993 43.652850313877 45.5648184386688
"FLNB" 2.88862020890333 5.83613729990191 9.43663483543502 5.23867134673816 9.1827159747538 4.28305225932577 4.66999181020526 6.0840725361916 8.44964935048675 8.37389480840192 6.37561125527643
"FLNC" 11.3926038989686 22.753895431168 6.51949661666816 10.9331369488907 17.3870797656435 18.971256581918 3.48268131020709 5.19779287039202 6.43073625810299 5.97509186050634 9.23555838048463
"FLOT1" 8.19038610481623 3.48254896558592 4.61213298013842 5.54152687015041 7.70250120749521 5.113200577792 6.09901418231163 2.22618124659364 4.74713705883022 5.57600288152368 5.48753244402933
"FLOT2" 15.4753563474789 12.6407508183018 20.6180151084638 13.1090722601275 23.8578347959971 18.3293251172897 15.2455214102078 13.0322364768044 19.1488833172229 11.0920783248281 15.4567458483883
"FLRT1" 0.0529597022272635 1.05627502144079 1.0220958969213 0.590493631306469 1.77597704281263 1.17033974626434 0.850236208362168 0.417445397326444 0.489392813540089 0.802632668723258 0.391698327462161
"FLRT2" 9.80928960327635 24.8477564389414 57.5623943733696 22.8487037447529 5.19858984895472 9.94683459372835 4.74337975752731 5.90502754540903 1.8970681826211 3.76367191907578 2.92653205491071
"FLRT3" 8.6122816033958 10.0347285656643 13.181026878255 6.04973499511083 8.88711072810805 8.21613804630424 4.05694313923616 2.56609104132033 6.50899957364139 24.1311937379022 13.6589087965096
"FLT1" 0.0767269998788096 1.09225945693675 0.886197605156274 0.992375170777753 3.99516951615827 2.90577581516321 3.38462358511383 0.0120957375525375 0.239649744596513 0.395365192574906 0.394969571897258
"FLT3" 0 0 0 0 0.126780966448429 0.0459506177670963 0.0821723338622776 0.0163900046566893 0.0153718796168204 0.0126053881654829 0
"FLT3LG" 0.12189690610534 0.0337669365403784 0.0603217852384041 0 0.123871260215799 0.0187066754115257 0.0167263385354295 0.266897388548824 0.100127232731245 0.0410536208315053 0.0801394473092939
"FLT4" 0 0.426067663886277 0.0667661368211401 0.0891457507319922 0.58955058347298 0.285731261795482 0.277698928196396 0.496290164229329 0.132988939109853 0.0954229466961849 0.1330514659673
"FLVCR1" 2.85504957264873 7.31431075533173 24.3496885438864 25.0032630794832 56.5752052034905 44.4913299210562 52.1096950079162 69.8412988331463 21.5977456947825 36.0183836008681 31.8347901431138
"FLVCR1-AS1" 1.58195978275211 5.91600027888068 9.7855886297577 2.93977350517526 20.094783182076 4.73406239545508 25.0718062155542 15.5868944285115 16.567811851009 3.99590804845807 4.68016982691726
"FLVCR2" 0.237897693570322 5.53564838188554 2.01204133684273 1.70583426129247 0.934037579174167 0.408231568541244 0.649904974146826 4.09131511651205 0.73279252396767 1.81365917622322 1.36496790432442
"FLYWCH1" 0.630005864400867 0.917803536046267 0.754994973791902 0.667654871860568 0.786764117647425 0.429830069180876 0.365579484295821 1.67524632335868 0.918861062876828 0.575185331293723 0.819644517101645
"FLYWCH2" 0.783368259936378 0.644082203714085 1.0639943620907 0.640113491675429 0.330278723662241 0.414368807494074 0.349919176513032 0.722578350013498 0.708496971128304 0.35364493847856 0.443789268860761
"FMN1" 0.145914010985695 0.383267919042732 0.253755559646133 0.520356735231921 0.463896337523842 0.256233199618072 0.234256180132989 0.451841162125744 0.0905334075397378 0.325392454827961 0.18038108716543
"FMN2" 0.27769229642884 0.153994580771271 0.0188101425820312 0.00654041433561614 0.0482834695886878 0.0627080038515248 0.036510419583622 0.033290645583738 0.00975708608307577 0.00800109423876955 0
"FMNL1" 1.43449212341947 0.278160326071961 0.946495182525399 0.829339065141468 1.45772647374701 0.660424765252251 0.826714696272461 0.502539024317688 0.324033858631119 0.531434368290914 0.47154357568775
"FMNL2" 3.04376662629606 4.74037318620552 7.276530335583 5.27216854140799 6.89468785692566 3.41504500332764 5.83060182122399 7.49368082373841 5.15701282401549 7.17099852714294 5.94869582217573
"FMNL3" 1.96900565699704 1.09652541849418 1.28860345076145 1.27019414162636 3.26773789443276 3.30688066410752 1.79854364563159 0.757649516151124 0.796716904739695 0.900537356632811 0.818634507166002
"FMO1" 0.00575783247148596 0 0 0 0 0.0159050653381564 0.04266394237699 0.0226925432235644 0.0798109236251251 0.287968021332541 0.212929194655416
"FMO2" 0.0736493748036009 0 0.0218676350948873 0 0.112263401457587 0.0610332859196578 0.0545721449570283 0 0.0408349819596014 0 0.108944483129489
"FMO3" 0.180261915709634 0 0 0 0.0457954007638433 0.082990649737882 0.0185512614114185 0 0.0277628971945168 0.0227663828015111 0.133324561731089
"FMO4" 0.522179399295638 2.24207642041221 0.775215579786983 0.395336659537623 1.50347177158991 0.681149728496995 2.22121003990245 0.685997647416389 0.536153663690539 0.747424704497979 0.557861974626276
"FMO5" 0.276260350477414 0.0923929597061864 2.77087687897498 0.843108076178935 0.513539481465535 0.0651447135856711 0.607446831341139 0.185890368558639 0.230381965386733 0.30635660936409 0.45848877939358
"FMO6P" 0.033975658530956 0.042352531658467 0 0 0.103577878389814 0.140778254191447 0.209791842237423 0 0 0.360443518978189 0.402062944051824
"FMO9P" 0 0 0 0 0 0 0 0 0 0 0
"FMOD" 3.51961293140441 11.8552921368653 1.66759684115216 2.04101831333495 0.342442322336793 0.77571956884472 0 0 3.01022083128303 8.34172145059043 1.71697876163273
"FMR1" 1.26911106971243 2.25161478310015 3.93906934501022 3.09700396178071 3.92748515816518 3.60354441218584 3.14187680152143 10.5502465891582 3.00282863564794 4.62064704967879 3.76771592323295
"FMR1-AS1" 0.254326378982455 0 0 0 1.80911977621623 0.585445665384902 3.03611949380953 4.67759197414763 1.72347459957298 1.92722628436839 2.13184317192791
"FMR1NB" 0 0 0 0 0 0 0 0 0 0 0.0264086867241522
"FN1" 573.771569503406 55.3935554706939 6.70165137574601 7.91949890256943 20.4213849171179 10.1111155084539 6.84925117512572 3.70364253264683 15.0514577013982 23.6891875008063 16.298949971615
"FN3K" 2.12436817580984 1.80848726145672 13.2305267444815 7.44613821436304 4.65979782072645 1.86065440456371 3.26337374628963 18.1744000542064 30.0689059699663 14.3703821578814 23.2233430135744
"FN3KRP" 9.19488484937519 8.47380108309539 9.50755749595253 7.71240084764714 6.76244878160599 5.38624503383451 5.65553702909688 10.5754433114238 8.16624072334795 6.7236663538146 4.3926585101249
"FNBP1" 5.09503512154728 6.8815903283301 8.22639776824377 7.21200011788312 5.03783870609661 3.60454221858726 3.63303400036702 2.51515614803951 2.19590337102148 3.38123571532837 2.79365811271618
"FNBP1L" 1.33220496922844 3.30239092560212 8.12536408228497 8.69772565592338 20.1677572627383 15.0942848839024 18.184905213059 19.6342271819695 9.35473536945439 13.9643040944237 12.0748512355594
"FNBP4" 15.4019355932726 19.8532101651405 33.6019339035359 23.5116455901388 36.3664870055292 20.5482013135276 33.3107244046776 70.09802132168 29.4641900890846 40.325362247373 39.0767758381166
"FNDC1" 0.29946424347668 0.373298690910409 0.0350982441311894 0.0488155914968718 0.360372601267466 0.0653068994442136 0.233573370954016 0.217412026682187 0.152930013051134 0.155265879560286 0.128230176817214
"FNDC3A" 4.02649631844893 6.26586069658844 4.27962061165823 2.97568831587127 2.31277451225519 1.85375565504104 1.89251404764341 2.42144921688835 0.983053823560493 1.49721318512816 1.24871910525018
"FNDC3B" 1.65652788472104 3.23593298339633 3.16902499038098 3.55386083060492 2.71492884855636 2.13603344415743 1.7449734865938 2.81315496152441 1.83879444087913 2.97490773360734 2.11171683842387
"FNDC4" 9.10825329463333 3.58545471447314 29.5346856825415 13.3626068417057 3.28823724797607 4.30369308677735 3.84809304370961 40.6203915409693 29.01582022035 11.9877241453742 13.4732161683982
"FNDC5" 0.29631221907292 0.406306470569407 5.71867836458806 2.20256120386281 1.03883489437814 1.35054773241671 0.695270609069978 0.467125632590502 0.985743937611312 0.449077047580857 0.613640160464499
"FNDC7" 0.0271513514303467 0.0676913131780032 0 0.100911318271032 0.082773358874243 0.112501715009292 0.301775980445319 0.32102352002905 0.0501803284727407 0 0.0803262744791583
"FNDC8" 2.4848383387306 1.3274948548159 1.31747646500849 0.769600465667951 2.02908620882491 1.83855998676517 0.986355172572729 5.24632889984982 2.05018083602311 2.15194609516786 2.36291876471374
"FNDC9" 0.785288468437054 1.71308440446743 2.62309787863406 4.13471256730797 4.48879342970943 3.52499916421225 4.36407738493129 4.64242210968035 2.53985730463386 2.38029351613218 3.19446469106226
"FNIP1" 3.5404687632301 3.15010142518306 2.10785421511157 1.66539856418061 2.74799878875632 1.1838144738386 2.42262946871366 4.01459939172885 2.60483743245663 2.60194446413806 1.98850730238606
"FNIP2" 1.35128291053794 3.25171826931768 4.88437762762789 2.43103991246197 3.01798781072401 1.8825775288889 2.19842566742062 10.1881486183956 3.44207048492884 5.37807289969356 4.58868820610703
"FNTA" 7.46555275049631 10.9484977977695 8.57724711695294 6.08657908551747 7.73987461141369 4.96604667807434 8.57559563876766 14.7114716620712 8.86446026540395 8.90180621096598 6.92235115049914
"FNTB" 0.032008703291739 0.0399006135017129 0.1108785719991 0.0132182511700588 0.0487907184189917 0.0589458527163879 0.0527056928130799 0.0420504814716951 0.0690171337327678 0 0.0631310475264333
"FOCAD" 1.49350855582384 1.15051395386027 1.21716241233333 1.35429004103396 2.93064469483908 2.12238484073244 2.03980944908793 1.86127284440445 1.06777256879366 1.35518878158841 1.12058016026821
"FOCAD-AS1" 0.558617038537954 1.39269387747594 0.829310064688922 2.76822472537016 3.40598947516761 1.54308770547828 0.689866231810127 11.0079976755303 0 4.23307029288001 5.78426786176973
"FOLH1" 0 0 0 0.00323292735432761 0.00795550768830657 0.00360425250699275 0.0225588793257145 0 0.0289375708123543 0.14237789590418 0.0965039208996658
"FOLH1B" 0 0 0 0.0254373042150409 0.093893233781604 0.0283589630820103 0.304281721848574 0.080922269960141 0.132817102975564 0.280064277253555 0.303724683523498
"FOLR1" 0 0.0836101022730624 3.28597276791765 0.581664389075023 0.153358429820119 0.138958449115721 0.0828319663484317 2.37910669019872 1.23962210178103 2.54131540204803 1.58746231009126
"FOLR2" 0 0 0.0580404889747993 0.0484345733561311 0 0 0 0 0 0 0
"FOLR3" 0 2.18085024689766 9.23473801140631 1.92658867774321 0 0.536967839874644 0 3.06447428085368 1.97595286704164 1.47303526762323 0
"FOPNL" 2.20421206580573 2.89434474837526 2.841447523548 2.52180552338761 3.39574076059839 2.47559557162738 3.75862925896951 4.34357701660343 3.58809809356827 3.51298130424164 3.61444220449603
"FOS" 16.6242297679335 226.201968044336 71.6066180067269 20.0151776299706 59.2461868975966 72.1164739670348 97.7351071518054 10.1507940381995 2.81279829065395 1.41943161223792 3.46353325827693
"FOSB" 3.71766053330123 48.0278770030773 8.19510701502826 1.67480485472291 3.09098877840367 4.12333008064075 4.17376271354018 1.10999224995431 0.624624614793044 1.96347298052626 0.0833224389273718
"FOSL1" 32.026311702464 13.7083500682124 4.86912044416212 2.86818564680826 3.99460948323308 2.26497911149126 3.05765880434399 1.01382202403168 1.90168952757871 1.19394678371578 0.879944932135508
"FOSL2" 9.27176309327131 24.8793632729775 7.73915906351984 1.89135917183637 3.06496748175964 2.36574128072842 0.965679435447158 1.61428351228519 3.4065143824295 4.85325072662571 3.96580771974496
"FOXA1" 0.436040270519749 2.89892394104885 1.94200620463426 0.540198998077935 0 0 0 0.572834930215242 0 0 0
"FOXA2" 0 0 0 0 2.80413565313515 2.68199164264661 2.14564076870945 0 0.0944429262897312 2.1684864636708 0.907078369232072
"FOXA3" 0 0.105788080753965 0 0.841089877765015 6.20919951711201 3.39914491884581 4.92576640647569 3.01017608904573 3.52898499996438 3.21541143551223 1.88301024436937
"FOXB1" 0 0 0 0.582339957471161 6.44853495146062 10.3876147978537 5.22447475553767 0 2.60622988228109 0.712394756606636 2.08596419405285
"FOXB2" 0 0 0 5.40379203029821 0.949822700061174 6.88509341104855 26.9334610825639 0 1.151636606951 0 3.68696981489248
"FOXC1" 8.21405135095747 35.1060613823595 30.6601870016276 27.0395519945424 10.0165123939185 5.51042033184203 8.11517911191664 29.5980769045514 9.32545171853606 25.6090320391757 19.4407750227993
"FOXC2" 18.2977819012354 4.20169363451471 0.714854422209546 4.17580359747613 0.733979587971128 0 0 0 0 0 0
"FOXC2-AS1" 0.618598463004581 2.31335127450818 0 0.766365614646802 0.471463388375799 0 0 0 0.285818867487456 0 0
"FOXCUT" 0 0.55257760910806 1.31617774779217 0 0 0 0 0 0 0 0
"FOXD1" 19.6291820486253 18.2404212008307 23.8426643598065 10.6115281139189 7.61617090974979 3.45051556363892 2.20373935161568 2.81315496152441 0.329800694980014 1.08178463040267 1.05585841921193
"FOXD2" 1.90455550315646 1.0791515660228 1.02816708768706 0.858001631456975 0.791755949120513 0.239137335319574 0 2.72951249314968 0.799987140336548 0.524810169358985 0
"FOXD2-AS1" 13.2376863352618 4.82970904298995 1.91730400276705 0.799991549074862 0.984299710713575 0 0 10.1798730797565 5.96719566186416 10.2758752247344 15.7608032563817
"FOXD3" 0 0 0.581078473759306 0 25.6548581031514 10.8120603734914 8.70072101454145 15.4261011913379 2.89357050760027 1.18640596796579 2.31594477250742
"FOXD3-AS1" 0 0 0 0.316670338978529 23.2477604253605 6.59012151438575 9.57527068002647 3.35801865933546 6.61378842126657 0.258261846500342 1.13432537120811
"FOXD4" 1.11033757042729 0.461365667229683 0 0 0 0 0 1.45867294301266 0 1.12185072782499 0
"FOXD4L1" 0.783198924858727 0.48815032135042 0.581359595420536 0 0 0 0 0 0 0.593489971396529 0
"FOXD4L3" 0.364939625266679 0 0 0 0 0 0 2.8765714394668 0 0.55308555945745 0
"FOXD4L4" 0.323515623038167 0 0 0 0 0 0 0 0 0 0
"FOXD4L5" 0.52070510700643 0 0 0 0 0.719181114582831 0 2.05218251937516 0 0 0
"FOXD4L6" 0.891122299642013 0 0 0 0 0 0.366831621979037 0 0.274491000445751 0 0
"FOXE1" 0 0.291536178627944 4.86084483452165 0 0 0 0 0 0.432238067734568 0.708895562482881 0.691906066100165
"FOXE3" 1.22579922590837 1.01868421426685 0 0 0.622826697314218 0.564344796879863 0 0 0.377581007680298 0 0
"FOXF1" 2.05544969233493 9.22403293863062 0 1.01857735577993 0.939933738481055 1.41946044009524 0 0 6.45799674740956 6.23028832339576 7.60121538462629
"FOXF2" 10.8130775226917 16.6300551443399 2.71022097303005 0.521923702341433 0.428112313455748 0.581870424680263 0 0 0 0.212828551505313 0.41545574163301
"FOXG1" 0.757426159240326 0 0 0.625570434663343 0 0 0.311795436647808 0.995046078093787 2.09977909729633 4.59167974127246 2.61428700302693
"FOXG1-AS1" 0 0 0 0 0 0.0557895624841065 0 0 0 0 0
"FOXH1" 0 0 0.922941846186058 5.00624511826014 43.1173546664867 42.0740284856616 14.203455562994 31.8521739191958 72.3859331820651 5.18209734241278 10.1158048550305
"FOXI1" 0 0 0.157575437153717 0 0.485373598497036 0.146599402389065 0 0.836642466920714 0.196167840601802 0.643453328547929 0.157008057616881
"FOXI2" 0 0.257860136527298 0.307096929142409 4.86915377678033 6.93688554110613 2.28564690543115 3.8319045613067 4.07630683154701 5.35232898901375 5.32957937769043 4.89585871663209
"FOXI3" 0 1.16567319111751 0.277650250400704 1.8535848553888 9.97774700976923 13.9487570012538 4.61929838212972 71.497555327579 25.923797696904 10.2039685193065 10.5127197321351
"FOXJ1" 0 1.01591493579472 0 1.00965506118137 2.23608078663214 1.12562126723622 0.201292019712621 0 0 0 0
"FOXJ2" 14.830177901885 16.6246712582049 17.3703657007279 10.7504663994175 12.251460867652 10.5116409103896 6.01702176077872 9.95159747680914 7.5587537139444 10.9954186844829 7.68067413525505
"FOXJ3" 0.916313406205331 1.33604977614048 1.3622298878646 0.980469129654353 1.72114715883063 1.45568396148535 1.45581970055422 1.75293060631434 1.07168856223988 1.88510812686962 1.36109527395339
"FOXK1" 11.1502329586332 13.6277310441921 24.398712362544 9.56162427225912 4.34594628792587 5.30484109067072 2.88183695846619 8.33807202023559 5.73923131674054 4.19717146354109 4.59354376584358
"FOXK2" 4.74848830537241 7.01276901162064 6.99287454546729 5.13857217508449 11.0170258338277 7.86224908049886 5.8288373671454 12.6642675672782 10.4677784867833 8.51162776588918 7.81397420016526
"FOXL1" 26.6428806671965 11.3869096276888 0 3.77224855209532 0.386777331466917 3.15413899171508 2.50687440725485 1.00003690481777 1.17239494704494 0 0.37534277347534
"FOXL2" 10.8220800359336 12.1066969482674 0.823908319324133 1.71887111204206 1.26892665825794 0.766518369982179 0.342686379805579 2.18725932558703 2.30781343364142 0 0
"FOXL2NB" 11.74311424226 3.43555209878909 3.55786908581568 2.22677144359439 9.86325138689729 3.97205166881662 2.21972502566886 1.88904084462986 0.664386063255074 1.08963177279937 0.35450583194266
"FOXM1" 4.02328181770766 4.49713903955216 5.19541144495114 5.62282943356997 9.5664581665879 9.75889074429944 6.90877209076153 10.5818539216132 8.90288127787219 9.13365066891453 9.00082570974887
"FOXN1" 0 0.212915533705701 0.253570433368695 0.0705345295607611 0 0 0.140622658773704 0.897550179747818 0.736571123795837 0.517722629616638 0.252657406074348
"FOXN2" 7.11261909749334 17.0769391300907 10.9310353780281 8.1445612399722 10.0400550055941 6.07064405877588 9.63429569683262 17.7667447631919 10.402864953852 13.9868527094071 10.6138272795849
"FOXN3" 0.979483883292237 1.66421337332708 4.40717678426897 3.936809823802 6.8754038701742 3.92877115422294 7.17347268971553 4.86063318246632 3.99970916032893 4.47879979006866 4.01089330547363
"FOXN3-AS1" 2.32215271388953 2.48116405138848 0.492487821202561 5.34273044588092 4.55097425672754 1.37454964256436 3.68710882337535 5.22970119076833 0 3.51934688366246 0.981429055234701
"FOXN3-AS2" 3.85140089853209 7.20147535930361 48.6004634975785 46.1235413103803 73.3834072588896 50.5345927274255 57.868342904187 58.1861282367008 5.33853432667092 11.6740089219029 26.5865317421232
"FOXN4" 0 0 0 0 0.236946455982998 0.0357829607470156 0.0959846528719593 0 0.0239409780179455 0.039264595937542 0
"FOXO1" 3.77961575369043 4.11119255442474 12.0021875563628 4.99885104603848 14.4253712525571 8.20330261860091 12.2278034015237 6.52781585344159 1.73960100477207 2.64293869543615 1.98596637928034
"FOXO3" 3.31452155535881 3.45054516518391 7.08401603477667 8.07956937968209 3.53512948455313 2.22830573214692 2.72751499647281 4.30734926023363 2.63607832517015 1.60707284058116 1.6695995412602
"FOXO3B" 39.8083322381063 44.7582534760276 94.3590111211628 106.64739248145 74.2773389426679 59.7563317999967 61.5550940821208 67.2390153098785 41.8353930766161 25.3494373373046 39.7520003884979
"FOXO4" 1.6438588319283 2.52729816047648 5.36895740092473 2.44384095881074 13.2803500063184 13.0172171222901 5.00755460141299 3.88722712392609 1.11398155136222 2.15917533460549 0.324219725801878
"FOXO6" 0 0.885052747813813 0.055476214566929 0.0462946958480836 0.284802106869366 0.206447909629105 0.276889202684883 0.589098883037474 1.24313591910476 3.17149028988002 1.32663509243673
"FOXP1" 0.162336633923266 0.269726664744589 0.421117973125357 0.355126134424535 0.158888292705379 0.140428848360896 0.131102218889335 0.196147606068353 0.126721418434672 0.16089058502108 0.165881680303848
"FOXP1-AS1" 0 0.0626829045307396 0.223955448294883 0.373779986369637 0.383245228110662 1.1806820975662 1.05569204747337 0.990904431375002 0.278805234347272 0.457256794760499 0.22314905523756
"FOXP2" 0.0932459071491697 0.0653058309473841 0.0317950459889621 0.020409883282349 0.00301344816460814 0.00227541063950492 0.0024414357651191 0.0129857635138288 0.00152238816925539 0.000998722045208024 0.000487393262138018
"FOXP3" 0.028121042552859 0.0701088600772177 0.125243567648789 0 0.214323875656522 0.233039266804963 0.277825505806802 0.775806840070205 0.233876173774738 0.426189470148911 0.707158094968305
"FOXP4" 0.458052195595239 1.8812529504006 4.3019820495022 4.34263120450331 0.705556389430527 0.61932804948604 0.369176257220216 1.69124107320724 1.51043873750885 1.38840529951428 1.54770175832803
"FOXP4-AS1" 0 0.171194601365473 0.271844197261979 0.241031288122086 0.0697792745276607 0.0158067929166939 0.0424003352281112 0.0451046662005837 0.0423028250153221 0 0.0338581714871643
"FOXQ1" 9.4242235440795 13.4882311949852 0.518184684663324 0 22.3460227985932 1.92836057372835 3.01738386772321 0 0 1.05799376530973 0
"FOXR1" 0 0 0.125448406277716 0 0.128804644261349 0 0 1.33212975315531 3.90431139061839 1.66485739862158 4.87487153649306
"FOXR2" 0 0 0 0 0 0 0 1.14382134326593 2.41372957545072 0 0
"FOXRED1" 1.22127326276961 2.1536170392808 3.31659936998854 3.32122788727757 5.58474356177502 3.62041288549617 4.19357633649031 6.80896548647176 9.44137321857778 5.5527152358072 6.12463160324944
"FOXRED2" 3.76491367314518 5.32738497482215 9.48671164812574 6.32825818620456 7.13477467937036 8.99455557997895 6.05690895922417 13.1538016574763 8.85760388186027 13.1698996873415 12.1618834601518
"FOXS1" 0.614139672869115 0.765558963756689 0 0.760841735026814 0 0 0 0 0 0 0
"FPGS" 1.28934472231499 1.35823038282994 1.59061644359412 1.30486585135373 1.88229957018383 1.17884035185187 0.695221350743255 0.644135677143521 1.47674470883474 0.963274448223855 1.39685144064993
"FPGT" 3.24052194560507 3.65477601189496 2.48176431997986 1.94357556676153 2.58736375201108 1.63398735298429 2.76321312809964 5.27074386843236 1.63985544304046 3.70287733083213 2.13043666169844
"FPGT-TNNI3K" 0.00132059041960647 0 0 0 0 0 0 0 0 0 0
"FPR1" 0.726662611381412 0.0823477282486998 0.0980715158519746 0 0.10069531440296 0.0912402711677965 0 0.260354013414567 0 0 0
"FPR2" 0 0 0 0 0 0.135799215623323 0 0.193751456202167 0 0 0
"FPR3" 0.0261750125741009 0 0 0.0648550903353603 0.0797969012662959 0.108456251709256 0.32324931117995 0.618959589904672 0.193503550954514 0.11900890287899 0.154875623772647
"FRA10AC1" 4.36334818718246 7.96966963676508 5.09211679760548 5.69471066972533 9.70979459944058 5.73646969115548 8.41418050183682 6.62117256553891 3.08337505329195 4.9861882875066 4.07283155928473
"FRAS1" 0.739410241883882 1.31574906898681 1.28157819344913 0.85878393616774 3.26571317768897 2.204622572523 2.20865129046491 3.20190540085921 1.10691055715263 2.46675563338267 2.03986053719999
"FRAT1" 6.41197957965726 11.7990223090045 9.97236749986927 3.78268354117442 22.8054185898128 10.1211652292932 15.8369970333839 20.4571864761477 16.3648821653908 5.5529706716407 10.8397747028563
"FRAT2" 13.58237427988 82.3678950392912 392.927108649611 213.746494866081 500.802095330894 267.703672790402 379.899478625954 1022.86314401028 853.825730672258 278.729537056322 554.959185137793
"FREM1" 0.0439119389239411 0.072984870693682 0.173841757518133 0.394409887922063 0.524322329377616 0.338627798874644 0.447391028939658 0 0.182602694036982 1.37538519867903 0.362670598173963
"FREM2" 0 0.0605116598154667 0.192175961815617 3.05705558922941 6.33882225256048 4.38035014074966 8.24291801555881 0.143487141294476 1.08032946913236 6.93394240166652 2.09435621372457
"FREM3" 0.0656647377130721 0 0.0194968732150152 0.0162700685784687 0.0300277368184638 0.00906940197471372 0.0243278751150227 0.0258795285586582 0.0121359635301079 0 0
"FRG1" 9.03953462924923 14.0177382348762 13.2588474976485 10.6613007598566 13.5584581030711 9.28892477115768 8.97537970823137 11.9704229882502 10.6922251580763 13.9738971488224 14.6552356197559
"FRG1B" 5.04777352162892 5.51718615490936 6.19053786188731 6.66139648400311 7.63854205662193 5.60776997291835 8.35686164897563 8.79376299464457 6.52364225267439 12.5285413809082 10.6591648576577
"FRG2" 0 0.261943591441151 0.623920188854748 0.173553029900543 0 0 0.0865019184746343 1.38028631289749 0.323636196008425 0.212312871387439 0.310836824347438
"FRG2B" 0 0.594582624768012 1.41622897316941 0 0 0 0 3.75971446831901 0.440770757934397 0 1.41112957853428
"FRG2C" 0 0 0 0 0 0 0 0 0 0 0
"FRG2DP" 0 0 0 0 0 0 0 0 0 0 0
"FRG2EP" 0 0 0 0 0 0 0 0 0 0 0
"FRK" 0.07467811503289 0.567005089814543 0.28220288641655 0.227086648237125 0.0620899120539197 0.03750654765599 0.0419200098085563 1.65888583343698 0.426600763091175 1.60507953817237 1.12474705069462
"FRMD1" 0 0.116592574550439 0 0 0.0178212656880312 0 0.0288768699866502 0 0 0.03543812259693 0
"FRMD3" 0.0183636216831666 0.0861147660861412 0.027262212276676 0.00433337434309055 0.0146622580856487 0.00483109381313968 0.0140389007518097 0.0206782813225099 0.0210099221639244 0.0106023058209407 0.0116417355573121
"FRMD4A" 0.195538441133429 0.157115608165701 0.299035624138384 0.448011962083062 0.511726670901212 0.444153557368636 0.229843304324713 0.167128574161328 0.11538304047924 0.258859054540509 0.141138422055811
"FRMD4B" 0.0632598703133725 1.10399682784754 1.25403018732668 0.682288836077594 0.397051232135428 0.447141588932862 0.634175078590748 0.395974561708491 0.55706573195712 1.65805145519868 1.28804611344325
"FRMD5" 0.045547969676301 0.0295557001535434 0.0398306483992549 0.0363304849177445 0.22350289722419 0.119786368889593 0.24426212672594 0.0614766676013476 0.067459649065679 0.0888884460986326 0.0747596672737997
"FRMD6" 3.60021284318581 2.95524365414126 1.05673205857615 0.750656333736665 0.992345068679281 0.64999973407309 0.586032329220025 1.18241812294545 0.471130153531146 1.00745694721546 0.629435758992109
"FRMD6-AS1" 8.35969018561041 2.26539450882648 1.6187745178279 0.9005742314911 2.21611079906505 2.00802342634757 1.79544889069219 1.43247315957282 2.01523478100047 7.16105479182584 0.537648606819189
"FRMD6-AS2" 0 0 0 0 0.0062074293129045 0 0 0 0.00376317750214912 0 0
"FRMD7" 0 0 0.0117735784425047 0.0294750229784551 0 0.0219069620853184 0 0 0 0 0
"FRMD8" 0.970942937211711 3.10693961347428 3.46242720719816 1.50049487687635 1.34268388659362 1.49311124222906 0.791138748199393 2.60369467557451 1.489223572257 1.62321874091138 1.93967713606146
"FRMD8P1" 0 0 2.00278380622374 0 0 0 0 0 0.831097751349635 0 0
"FRMPD1" 0 0.0315808048272712 0.0752219269943192 0.0523103498573468 0.128724015376053 0 0.0417158547686124 0.0998471901836835 0.0936448170534801 0.230374417066033 0.0999347686916085
"FRMPD2" 0 0.01473809332454 0.00877612038513235 0.0219709199948586 0 0.0163296263300202 0.0219013949949142 0 0 0 0
"FRMPD2B" 0 0 0 0 0 0 0 0 0 0 0
"FRMPD3" 0 0.024373614692465 0.870828154164562 0.847820019005663 0.312944180626473 0.135028328113897 0.144880657512102 1.50268242440218 0.6685320398561 0.903815085735543 1.04123109139219
"FRMPD3-AS1" 0 0 0 0 0 0 0 0 0 0 0
"FRMPD4" 0 0 0.00205042894002683 0.0068443014634411 0.267371318704279 0.0324292812733947 0.133041544099124 0 0.00893412568978275 0.0209321222622441 0
"FRRS1" 1.48868979923905 3.78216245722621 2.54684809044935 1.8267344818552 2.39887171881944 1.95821940869666 2.90652264283717 2.62625515649275 1.84733678944612 5.52229158913477 3.33463432300059
